uniprot	swissprot	name	act_value	act_type	action_type	source_name	reference	smiles	ChEMBL_Id
P35354	PGH2_HUMAN	fenoprofen	5.23	IC50	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1297	CC(C(O)=O)C1=CC=CC(OC2=CC=CC=C2)=C1	CHEMBL1297
P35354	PGH2_HUMAN	etoricoxib	6.1	IC50	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2896	CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O	CHEMBL416146
P35354	PGH2_HUMAN	diflunisal	5.09	IC50	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL898	OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1	CHEMBL898
P35354	PGH2_HUMAN	diclofenac	7.7	IC50	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL139	OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	CHEMBL139
P35354	PGH2_HUMAN	celecoxib	7.24	IC50	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL118	CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F	CHEMBL118
P35354	PGH2_HUMAN	bromfenac	8.4	IC50	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL751	NC1=C(C=CC=C1CC(O)=O)C(=O)C1=CC=C(Br)C=C1	CHEMBL751
P35354	PGH2_HUMAN	balsalazide			INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200760	OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O	CHEMBL1200760
P35354	PGH2_HUMAN	nepafenac	6.82	IC50	INHIBITOR	KEGG DRUG	http://www.kegg.jp/entry/D05143	NC(=O)CC1=C(N)C(=CC=C1)C(=O)C1=CC=CC=C1	CHEMBL25146
P35354	PGH2_HUMAN	acetylsalicylic acid	5.12	IC50	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL25	CC(=O)OC1=CC=CC=C1C(O)=O	CHEMBL25
P35354	PGH2_HUMAN	paracetamol	4.31	IC50	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL112	CC(=O)NC1=CC=C(O)C=C1	CHEMBL112
P07550	ADRB2_HUMAN	vilanterol	9.4	EC50	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1084647	OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl	CHEMBL1084647
P07550	ADRB2_HUMAN	timolol	9.7	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL499	CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1	CHEMBL499
P07550	ADRB2_HUMAN	terbutaline	5.6	Ki	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1760	CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1	CHEMBL1760
P07550	ADRB2_HUMAN	sotalol	6.9	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL471	CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	CHEMBL471
P07550	ADRB2_HUMAN	ritodrine	7.62	EC50	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL785	C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1	CHEMBL785
P07550	ADRB2_HUMAN	propranolol	8.25	Ki	ANTAGONIST	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/016419s029lbl.pdf	[H]C(O)(CNC(C)C)COC1=C2C=CC=CC2=CC=C1	CHEMBL27
P07550	ADRB2_HUMAN	pirbuterol			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1094966	CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=N1	CHEMBL1094966
P07550	ADRB2_HUMAN	pindolol	9.0	Ki	PARTIAL AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL500	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	CHEMBL500
P07550	ADRB2_HUMAN	penbutolol	9.0	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1290	CC(C)(C)NC[C@H](O)COC1=C(C=CC=C1)C1CCCC1	CHEMBL1290
P07550	ADRB2_HUMAN	oxprenolol	8.0	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL546	CC(C)NCC(O)COC1=C(OCC=C)C=CC=C1	CHEMBL546
P07550	ADRB2_HUMAN	nebivolol	7.5	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL434394	[H]C1(CCC2=CC(F)=CC=C2O1)C(O)CNCC(O)C1([H])CCC2=CC(F)=CC=C2O1	CHEMBL434394
P07550	ADRB2_HUMAN	isoprenaline	9.8	EC50	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL434	CC(C)NCC(O)C1=CC=C(O)C(O)=C1	CHEMBL434
P07550	ADRB2_HUMAN	dobutamine	6.2	EC50	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL926	CC(CCC1=CC=C(O)C=C1)NCCC1=CC=C(O)C(O)=C1	CHEMBL926
P07550	ADRB2_HUMAN	carteolol	9.2	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL839	CC(C)(C)NCC(O)COC1=C2CCC(=O)NC2=CC=C1	CHEMBL839
P07550	ADRB2_HUMAN	salbutamol	5.95	Ki	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL714	CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1	CHEMBL714
P08588	ADRB1_HUMAN	timolol	9.0	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL499	CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1	CHEMBL499
P08588	ADRB1_HUMAN	sotalol	6.1	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL471	CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	CHEMBL471
P08588	ADRB1_HUMAN	propranolol	8.71	Ki	ANTAGONIST	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/016419s029lbl.pdf	[H]C(O)(CNC(C)C)COC1=C2C=CC=CC2=CC=C1	CHEMBL27
P08588	ADRB1_HUMAN	pindolol	9.4	Ki	PARTIAL AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL500	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	CHEMBL500
P08588	ADRB1_HUMAN	penbutolol	8.8	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1290	CC(C)(C)NC[C@H](O)COC1=C(C=CC=C1)C1CCCC1	CHEMBL1290
P08588	ADRB1_HUMAN	oxprenolol	8.11	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL546	CC(C)NCC(O)COC1=C(OCC=C)C=CC=C1	CHEMBL546
P08588	ADRB1_HUMAN	nebivolol	8.5	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL434394	[H]C1(CCC2=CC(F)=CC=C2O1)C(O)CNCC(O)C1([H])CCC2=CC(F)=CC=C2O1	CHEMBL434394
P08588	ADRB1_HUMAN	metoprolol	7.6	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL13	COCCC1=CC=C(OCC(O)CNC(C)C)C=C1	CHEMBL13
P08588	ADRB1_HUMAN	isoprenaline	9.0	EC50	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL434	CC(C)NCC(O)C1=CC=C(O)C(O)=C1	CHEMBL434
P08588	ADRB1_HUMAN	dopamine	5.0	Ki	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL59	NCCC1=CC(O)=C(O)C=C1	CHEMBL59
P08588	ADRB1_HUMAN	dobutamine	5.5	EC50	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL926	CC(CCC1=CC=C(O)C=C1)NCCC1=CC=C(O)C(O)=C1	CHEMBL926
P08588	ADRB1_HUMAN	carteolol	9.3	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL839	CC(C)(C)NCC(O)COC1=C2CCC(=O)NC2=CC=C1	CHEMBL839
P08588	ADRB1_HUMAN	bisoprolol	7.65	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL645	CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1	CHEMBL645
P08588	ADRB1_HUMAN	betaxolol	8.8	Kd	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL423	CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1	CHEMBL423
P08588	ADRB1_HUMAN	atenolol	7.3	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL24	CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1	CHEMBL24
P08588	ADRB1_HUMAN	acebutolol	7.3	Ki	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL642	CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1	CHEMBL642
P34903	GBRA3_HUMAN	diazepam	6.6655	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12	CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1	CHEMBL12
P47870	GBRB2_HUMAN	diazepam	6.6655	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12	CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1	CHEMBL12
Q99928	GBRG3_HUMAN	diazepam	6.6655	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12	CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1	CHEMBL12
P14867	GBRA1_HUMAN	diazepam	6.7055	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12	CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1	CHEMBL12
P47870	GBRB2_HUMAN	diazepam	6.7055	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12	CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1	CHEMBL12
Q99928	GBRG3_HUMAN	diazepam	6.7055	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12	CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1	CHEMBL12
P23975	SC6A2_HUMAN	clomipramine	7.4202	Kd	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2398	CN(C)CCCN1C2=CC(Cl)=CC=C2CCC2=C1C=CC=C2	CHEMBL415
P14867	GBRA1_HUMAN	zopiclone	7.1759	Ki	POSITIVE MODULATOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021476s030lbl.pdf	CN1CCN(CC1)C(=O)OC1N(C(=O)C2=C1N=CC=N2)C1=CC=C(Cl)C=N1	CHEMBL135400
P18507	GBRG2_HUMAN	zopiclone	7.1759	Ki	POSITIVE MODULATOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021476s030lbl.pdf	CN1CCN(CC1)C(=O)OC1N(C(=O)C2=C1N=CC=N2)C1=CC=C(Cl)C=N1	CHEMBL135400
P47870	GBRB2_HUMAN	zopiclone	7.1759	Ki	POSITIVE MODULATOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021476s030lbl.pdf	CN1CCN(CC1)C(=O)OC1N(C(=O)C2=C1N=CC=N2)C1=CC=C(Cl)C=N1	CHEMBL135400
P18507	GBRG2_HUMAN	zopiclone	6.5817	Ki	POSITIVE MODULATOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021476s030lbl.pdf	CN1CCN(CC1)C(=O)OC1N(C(=O)C2=C1N=CC=N2)C1=CC=C(Cl)C=N1	CHEMBL135400
P34903	GBRA3_HUMAN	zopiclone	6.5817	Ki	POSITIVE MODULATOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021476s030lbl.pdf	CN1CCN(CC1)C(=O)OC1N(C(=O)C2=C1N=CC=N2)C1=CC=C(Cl)C=N1	CHEMBL135400
P47870	GBRB2_HUMAN	zopiclone	6.5817	Ki	POSITIVE MODULATOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021476s030lbl.pdf	CN1CCN(CC1)C(=O)OC1N(C(=O)C2=C1N=CC=N2)C1=CC=C(Cl)C=N1	CHEMBL135400
P14867	GBRA1_HUMAN	zolpidem	6.7033	EC50	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P18507	GBRG2_HUMAN	zolpidem	6.7033	EC50	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P47870	GBRB2_HUMAN	zolpidem	6.7033	EC50	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P14867	GBRA1_HUMAN	zolpidem	7.5735	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P18507	GBRG2_HUMAN	zolpidem	7.5735	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P28472	GBRB3_HUMAN	zolpidem	7.5735	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P18507	GBRG2_HUMAN	zolpidem	6.8069	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P28472	GBRB3_HUMAN	zolpidem	6.8069	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P47869	GBRA2_HUMAN	zolpidem	6.8069	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P18507	GBRG2_HUMAN	zolpidem	6.1643	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P34903	GBRA3_HUMAN	zolpidem	6.1643	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P47870	GBRB2_HUMAN	zolpidem	6.1643	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P18507	GBRG2_HUMAN	zolpidem	6.4168	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P28472	GBRB3_HUMAN	zolpidem	6.4168	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P34903	GBRA3_HUMAN	zolpidem	6.4168	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL911	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	CHEMBL911
P14867	GBRA1_HUMAN	zaleplon	6.5302	EC50	POSITIVE ALLOSTERIC MODULATOR	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/11755161	CCN(C(C)=O)C1=CC(=CC=C1)C1=CC=NC2=C(C=NN12)C#N	CHEMBL1521
P18507	GBRG2_HUMAN	zaleplon	6.5302	EC50	POSITIVE ALLOSTERIC MODULATOR	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/11755161	CCN(C(C)=O)C1=CC(=CC=C1)C1=CC=NC2=C(C=NN12)C#N	CHEMBL1521
P47870	GBRB2_HUMAN	zaleplon	6.5302	EC50	POSITIVE ALLOSTERIC MODULATOR	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/11755161	CCN(C(C)=O)C1=CC(=CC=C1)C1=CC=NC2=C(C=NN12)C#N	CHEMBL1521
P18507	GBRG2_HUMAN	zaleplon	5.7889	EC50	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1521	CCN(C(C)=O)C1=CC(=CC=C1)C1=CC=NC2=C(C=NN12)C#N	CHEMBL1521
P28472	GBRB3_HUMAN	zaleplon	5.7889	EC50	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1521	CCN(C(C)=O)C1=CC(=CC=C1)C1=CC=NC2=C(C=NN12)C#N	CHEMBL1521
P47869	GBRA2_HUMAN	zaleplon	5.7889	EC50	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1521	CCN(C(C)=O)C1=CC(=CC=C1)C1=CC=NC2=C(C=NN12)C#N	CHEMBL1521
P18507	GBRG2_HUMAN	triazolam	9.02	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P28472	GBRB3_HUMAN	triazolam	9.02	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P31644	GBRA5_HUMAN	triazolam	9.02	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P14867	GBRA1_HUMAN	triazolam	9.1549	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P18507	GBRG2_HUMAN	triazolam	9.1549	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P47870	GBRB2_HUMAN	triazolam	9.1549	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P14867	GBRA1_HUMAN	triazolam	9.0969	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P18507	GBRG2_HUMAN	triazolam	9.0969	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P28472	GBRB3_HUMAN	triazolam	9.0969	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P18507	GBRG2_HUMAN	triazolam	9.2291	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P28472	GBRB3_HUMAN	triazolam	9.2291	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P47869	GBRA2_HUMAN	triazolam	9.2291	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P18507	GBRG2_HUMAN	triazolam	8.8761	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P34903	GBRA3_HUMAN	triazolam	8.8761	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P47870	GBRB2_HUMAN	triazolam	8.8761	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P18507	GBRG2_HUMAN	triazolam	8.8447	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P28472	GBRB3_HUMAN	triazolam	8.8447	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P34903	GBRA3_HUMAN	triazolam	8.8447	Ki	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646	CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	CHEMBL646
P14867	GBRA1_HUMAN	topiramate			POSITIVE MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL220492	[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2	CHEMBL220492
P18507	GBRG2_HUMAN	topiramate			POSITIVE MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL220492	[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2	CHEMBL220492
P47870	GBRB2_HUMAN	topiramate			POSITIVE MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL220492	[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2	CHEMBL220492
P14867	GBRA1_HUMAN	thiopental			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL441	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	CHEMBL441
P18507	GBRG2_HUMAN	thiopental			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL441	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	CHEMBL441
P47870	GBRB2_HUMAN	thiopental			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL441	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	CHEMBL441
P14867	GBRA1_HUMAN	temazepam			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL967	CN1C2=CC=C(Cl)C=C2C(=NC(O)C1=O)C1=CC=CC=C1	CHEMBL967
